Policy,Year,Country,Policy_Content,URL,Scope,Explanation,Agency,Source
DOE Considers Energy Conservation Standards for Metal Halide Lamp Fixtures,2022,USA,"<p>The U.S. Department of Energy (“DOE”) is initiating an effort to determine whether to amend the current energy conservation standards for metal halide lamp fixtures (“MHLF”).</p>
The U.S. Department of Energy (“DOE”) is initiating an effort to determine whether to amend the current energy conservation standards for metal halide lamp fixtures (“MHLF”). On October 25, 2021, DOE published a final determination concluding that energy conservation standards for MHLFs do not need to be amended because they are not economically justified. No later than 3 years after such a determination, under the Energy Policy and Conservation Act, as amended, DOE must periodically review these standards and publish either a notice of proposed rulemaking (“NOPR”) to propose new standards for MHLFs or a notification of determination that the existing standards do not need to be amended. This request for information (“RFI”) solicits information from the public to help DOE determine whether amended standards for MHLFs would result in significant energy savings and whether such standards would be technologically feasible and economically justified. As part of this RFI, DOE seeks comment on technological and market changes since the most recent standards update to consider in its evaluation of more stringent standards. DOE also welcomes written comments from the public on any subject within the scope of this document (including those topics not specifically raised), as well as the submission of data and other relevant information.

DOE is accepting written comments and information until November 7, 2022.",https://climate.law.columbia.edu/content/doe-considers-energy-conservation-standards-metal-halide-lamp-fixtures,National,Request for Information,DOE,Climate-Reregulation-Tracker
SEC Reopens Comments on Proposed Climate Disclosure Practices,2022,USA,"<p>The Securities and Exchange Commission has reopened for comments its proposed enhanced climate disclosure requirements.</p>
On June 17, 2022, the Securities and Exchange Commission (SEC) proposed amending rules and forms to enhance disclosure requirements for ESG (environmental, social, and governance) investment practices. The proposed rules would apply to certain registered investment advisers, advisers exempt from registration, registered investment companies, and business development companies.

The proposal would categorize various ESG strategies and require funds and advisors to provide more specific disclosures. For funds focused on the consideration of environmental factors, the proposal would require the disclosure of the greenhouse gas emissions associated with portfolio investments. Furthermore, the proposal would require funds claiming specific ESG impacts to describe the specific impacts they seek to achieve and summarize their progress in achieving them.

On October 18, 2022, the SEC reopened the comment period due to technical errors in the initial submission process. The SEC is now accepting comments until November 1, 2022.",https://climate.law.columbia.edu/content/sec-reopens-comments-proposed-climate-disclosure-practices,National,Notice of Opportunity for Public Hearing and Comment,SEC,Climate-Reregulation-Tracker
EPA Announces Proposed Rule to Phase Down Climate-Damaging Hydrofluorocarbons ,2022,USA,"<p>The EPA has proposed a rule to implement the next step of the nation’s HFC phasedown, an ambitious 40% reduction below historic levels starting in 2024, following the Senate’s bipartisan ratification of the Kigali Amendment&nbsp;to the Montreal Protocol.</p>
On November 3, 2022, the EPA issued a notice of proposed rulemaking designed to implement the Kigali Amendment to the Montreal Protocol following the Senate’s bipartisan ratification in September of 2022. The Kigali Amendment is a global agreement to phase down climate-damaging hydrofluorocarbons (HFCs), and avoid up to 0.5°C of global warming by the end of this century.

The proposed rules would amend existing regulations to implement certain provisions of the American Innovation and Manufacturing Act, as enacted on December 27, 2020. This rulemaking proposes to establish the methodology for allocating HFC production and consumption allowances for the calendar years of 2024 through 2028. EPA is also proposing to amend the consumption baseline to reflect updated data and to make other adjustments based on lessons learned from implementation of the HFC phasedown program thus far, including proposing to: codify the existing approach of how allowances must be expended for import of regulated substances; revise recordkeeping and reporting requirements; and implement other modifications to the existing regulations.

The EPA is accepting comments until December 19, 2022.",https://climate.law.columbia.edu/content/epa-announces-proposed-rule-phase-down-climate-damaging-hydrofluorocarbons,National,Notice of Proposed Rulemaking,EPA,Climate-Reregulation-Tracker
DOE Requests Information on Use of Defense Production Act for Clean Energy,2022,USA,"<p>The U.S. Department of Energy invites public comments around the issue of how the DOE's authority under the Defense Production Act can best be used as a tool to accelerate manufacturing and deployment of clean energy technologies.</p>
The U.S. Department of Energy (DOE) invites public comment on its request for information on the Defense Production Act (DPA), which will inform how the DPA authority provided to DOE through Presidential Determinations could best be used as a tool to accelerate manufacturing and deployment of clean energy technologies to bolster national defense, tackle climate change and environmental justice, and improve employment opportunities and broader economic prosperity for Americans. The DOE requests public comment on general use of DPA authority as well as potential program activities and/or designs addressing four of the five technology areas announced by the President on June 6, 2022: transformers and critical electric grid components; solar photovoltaics; insulation materials; and electrolyzers, platinum group metals, and fuel cells for clean hydrogen.

The fifth technology, heat pumps, will be addressed in a separate, forthcoming DOE announcement in accordance with DPA Title III, for which public input will be sought.

The Department of Energy will accept public comments until 5:00 p.m. (ET) on November 30, 2022.",https://climate.law.columbia.edu/content/doe-requests-information-use-defense-production-act-clean-energy,National,Request for Information,DOE,Climate-Reregulation-Tracker
The Natural Resources Conservation Service Seeks Public Input on Use of IRA Funds to Deploy Climate-Smart Practices on Farms,2022,USA,"<p>The NRCS requests public input to inform the use of IRA Funds to fund the deployment of climate-smart practices on US farms, ranches, and forestlands through four Farm Bill conservation programs. NRCS also requests input on funding to quantify carbon sequestration and carbon dioxide, methane, and nitrous oxide emissions at the field scale, with a speciic focus on monitoring and quantifying agricultural sequestration or GHG mitigation.</p>
On November 21, 2022, the Natural Resources Conservation Service (NRCS) published a request for public input to inform how NRCS will implement funds received under the Inflation Reduction Act (IRA) to fund the deployment of climate-smart practices on US farms, ranches, and forestlands through four Farm Bill conservation programs. NRCS is also requesting input on funding to quantify carbon sequestration and carbon dioxide, methane, and nitrous oxide emissions at the field scale. NRCS is specifically interested in public input and recommendations that NRCS can use to improve, expand, and/or build on scientifically-designed quantification systems to monitor and quantify improvements in soil carbon, reductions in nitrogen losses, and the reduction, capture, avoidance, or sequestration of carbon dioxide, methane, or nitrous oxide emissions, associated with agricultural production.

In implementing the IRA, NRCS is interested in supporting program implementation and improving program delivery by effectively leveraging partners to increase outreach and expand access to underserved producers. This effort will help NRCS identify and prioritize process improvements for the delivery of funding made available under IRA and the overall administration of the NRCS conservation programs. NRCS will look to identify immediate changes that can be implemented for funding available for fiscal year (FY) 2023 and will continue to identify and adopt additional changes in future years.

The NRCS will accept comments until December 21, 2022.

 ",https://climate.law.columbia.edu/content/natural-resources-conservation-service-seeks-public-input-use-ira-funds-deploy-climate,National,Request for Public Comment,USDA,Climate-Reregulation-Tracker
DOE Proposes Energy Conservation Standards for Consumer Furnace Fans,2022,USA,"<p>The Department of Energy has published a preliminary analysis it has conducted for purposes of evaluating the needed&nbsp;amended energy conservation standards for consumer furnace fans, and seeks comments through a written comments period and public meeting.</p>
On November 1, 2022, the Department of Energy (“DOE”) made available preliminary analysis it had conducted for purposes of evaluating the needed for amended energy conservation standards for consumer furnace fans.

DOE will hold a public meeting via webinar to discuss and receive comment on the preliminary analysis. The meeting will cover the analytical framework, models, and tools used to evaluate potential standards; the results of preliminary analyses performed by DOE; the potential energy conservation standard levels derived from these analyses (if DOE determines that proposed amendments are necessary); and other relevant issues. In addition, DOE encourages written comments on these subjects.

The DOE will accept written comments and information until January 3, 2023.

DOE will hold a webinar on Monday, December 5th, 2022, from 1:00 p.m. to 3:00 p.m. Details of meeting access will be published here.",https://climate.law.columbia.edu/content/doe-proposes-energy-conservation-standards-consumer-furnace-fans,National,Proposed Rule,DOE,Climate-Reregulation-Tracker
DOE Proposes Energy Conservation Standards for Portable Electric Spas,2022,USA,"<p>The U.S. Department of Energy (“DOE”) has published data and certain preliminary analytical results related to DOE's evaluation of potential energy conservation standards for portable electric spas. The DOE requests comments, data, and information regarding the data and analysis.</p>
On November 17, 2022, the U.S. Department of Energy (“DOE”) published data and certain preliminary analytical results related to DOE's evaluation of potential energy conservation standards for portable electric spas (“PESs”). The DOE requests comments, data, and information regarding the data and analysis.

The DOE is accepting written comments and information until January 17, 2023.

 ",https://climate.law.columbia.edu/content/doe-proposes-energy-conservation-standards-portable-electric-spas,National,Proposed Rule,DOE,Climate-Reregulation-Tracker
Federal Advisory Committee on Insurance Meets to Discuss Climate Risk,2022,USA,"<p>The U.S. Department of the Treasury's Federal Advisory Committee on Insurance (FACI) will meet via videoconference on Thursday, December 8, 2022, from 1 p.m.-4 p.m. Eastern Time, in a meeting open to the public. The FACI will discuss, among other things, topics related to climate-related financial risk and the insurance sector.</p>
On Thursday, December 8, 2022, the U.S. Department of the Treasury's Federal Advisory Committee on Insurance (FACI) will meet via videoconference from 1 p.m.-4 p.m. Eastern Time, in a meeting open to the public. The FACI will discuss, among other things, topics related to climate-related financial risk and the insurance sector.

The meeting will be held via videoconference and is open to the public. The public can attend remotely via live webcast at the following link: www.yorkcast.com/​treasury/​events/​2022/​12/​08/​faci. The webcast will also be available through the FACI's website. Please refer to the FACI website for up-to-date information on this meeting.",https://climate.law.columbia.edu/content/federal-advisory-committee-insurance-meets-discuss-climate-risk,National,Notice of Open Meeting,Treasury,Climate-Reregulation-Tracker
Advisory Council on Historic Preservation Exempts EV Chargers at Historic Sites from Review,2022,USA,"<p>The Advisory Council on Historic Preservation (ACHP) has approved an exemption that would relieve federal agencies from the historic preservation review requirements under the National Historic Preservation Act regarding the effects of the installation of certain electric vehicle chargers on historic properties.</p>
On November 2, 2022, the Advisory Council on Historic Preservation (ACHP) approved an exemption that will relieve federal agencies from the historic preservation review requirements under the National Historic Preservation Act (NHPA) regarding the effects of the installation of certain electric vehicle chargers in the parking facilities of historic properties.

ACHP is an independent federal agency established under the NHPA that promotes the preservation, enhancement, and productive use of our nation's historic resources, and advises the President and Congress on national historic preservation policy.

ACHP's decision, which entered into effect on October 26, 2022, will reduce the administrative barriers to installing electric vehicle chargers in parking facilities at federal historic properties. In approving this blanket exemption, which is subject to six conditions dictating the placement of chargers, the ACHP concluded that the installation of EV chargers is likely to have a minimal or ""not adverse"" impact on the historic properties.",https://climate.law.columbia.edu/content/advisory-council-historic-preservation-exempts-ev-chargers-historic-sites-review,National,Approval of Exemption,Advisory Council on Historic Preservation,Climate-Reregulation-Tracker
White House Environmental Justice Advisory Council ,2022,USA,"<p>The WHEJAC will convene a hybrid in-person public meeting with a virtual option spanning between November 30 and December 1, 2022. The meeting will incorporate public comments, and address issues of environmental justice and pollution reduction, energy, climate change mitigation and resiliency, environmental health, and racial inequity.</p>
On November 30, 2022, the WHEJAC will convene a hybrid in-person public meeting with a virtual option at 2:00 p.m. Eastern Time. The WHEJAC meeting will continue on December 1, 2022, at approximately 9:00 a.m. Eastern Time. Meeting discussions will focus on several topics including, but not limited to, workgroup activity, proposed recommendations for the Council on Environmental Quality's (CEQ) consideration, CEQ briefings, new charges, and interaction between the White House Interagency Council on Environmental Justice and WHEJAC. A public comment period relevant to the specific issues will be considered by the WHEJAC at the meeting.

The WHEJAC provides independent advice and recommendations to the Chair of the CEQ and to the White House Interagency Council on how to increase the Federal Government's efforts to address current and historic environmental injustice, including recommendations for updating Executive Order 12898. At the meeting, the WHEJAC will discuss potential recommendations about broad cross-cutting issues related but not limited to issues of environmental justice and pollution reduction, energy, climate change mitigation and resiliency, environmental health, and racial inequity.

Individual registration is required for the virtual public meeting. No two individuals can share the same registration link. Information on how to register is located at https://www.epa.gov/​environmentaljustice/​white-house-environmental-justice-advisory-council#meetings. Members of the public who wish to participate during the public comment period must register by 11:59 p.m., Eastern Time, November 23, 2022.",https://climate.law.columbia.edu/content/white-house-environmental-justice-advisory-council,National,Notice of Open Meeting,CEQ,Climate-Reregulation-Tracker
Army Corps of Engineers Proposes Updates to its Natural Disaster Procedures,2022,USA,"<p>The Army Corps of Engineers <a href=""https://www.federalregister.gov/documents/2022/11/15/2022-24543/natural-disaster-procedures-preparedness-response-and-recovery-activities-of-the-corps-of-engineers"">proposes to revise</a> its natural disaster procedures under the Flood Control Act of 1941, as amended. Revisions will incorporate advances in risk-informed decision-making approaches and disaster response lessons learned from recent climate change-driven natural disasters, as well as recent amendments to the relevant section of the Flood Control Act.</p><p>&nbsp;</p>
On February 15, 2022, the Army Corps of Engineers proposed revisions to the Corps' natural disaster procedures under the Code of Federal Regulations, which implements a section of the Flood Control Act of 1941, as amended. Revisions will incorporate advances in risk-informed decision-making approaches and disaster response lessons learned, as well as recent amendments to this section of the Flood Control Act of 1941.

This revision is, in part, a response to recent climate change-driven events like Hurricanes Katrina and Harvey, which sparked significant litigation against the Corps for its management of flood control infrastructure. The Corps proposes to incorporate information from these events regarding project performance and the effects of climate change into its new procedures.

The Corps is accepting comments to its proposed changes until January 17, 2023.",https://climate.law.columbia.edu/content/army-corps-engineers-proposes-updates-its-natural-disaster-procedures,National,Proposed Rule,DOD,Climate-Reregulation-Tracker
Bureau of Indian Affairs Seeks Comment on Expanded Capacity for Climate-Change Tribal Land Acquisitions,2022,USA,"<p>The Bureau of Indian Affairs (BIA) seeks input on changes to its regulations governing the discretionary acquisition of land into trust for the benefit of tribal governments and individual Native Americans.&nbsp;Alongside other changes, the BIA proposes adding an expansive list of policy reasons that would support an acquisition on behalf of a tribe, including the explicit policy goal of establishing a tribal land base and providing for climate change-related acquisitions.</p>
The Bureau of Indian Affairs (BIA) seeks input on changes to its regulations governing the discretionary acquisition of land into trust for the benefit of tribal governments and individual Native Americans. Alongside other changes, the BIA proposes adding an expansive list of policy reasons that would support a land acquisition on behalf of a tribe, including the explicit policy goal of establishing a tribal land base and providing for climate change-related acquisitions.

This proposed rule is part of a broader trend of federal recognition of climate change threats to tribal lands, coming on the heels of an announced $115 million in federal funding to support tribal relocation efforts and adaptation planning.

The BIA will accept comments until March 1, 2023.",https://climate.law.columbia.edu/content/bureau-indian-affairs-seeks-comment-expanded-capacity-climate-change-tribal-land,National,Proposed Rule,DOI,Climate-Reregulation-Tracker
EPA Approves Canola-Derived Fuels as Advanced Biofuels Under the Renewable Fuel Standard Program,2022,USA,"<p>EPA determines that renewable diesel, jet fuel, heating oil, naphtha, and liquefied petroleum gas produced from canola oil via a hydrotreating process all meet the lifecycle GHG emissions reduction threshold of 50 percent required for advanced biofuels and biomass-based diesel under the Renewable Fuel Standard program.</p>
On December 2, 2022, the EPA published a final rule determining that renewable diesel, jet fuel, heating oil, naphtha, and liquefied petroleum gas produced from canola/rapeseed oil via a hydrotreating process all meet the lifecycle GHG emissions reduction threshold of 50 percent required for advanced biofuels and biomass-based diesel under the Renewable Fuel Standard program.

Based on the analyses described in the earlier notice of proposed rulemaking associated with this action, EPA will add these pathways to the list of approved pathways in the RFS regulations, making them eligible to generate Renewable Identification Numbers (RINs), provided they satisfy the other definitional and RIN generation criteria for renewable fuel specified in the RFS regulations. EPA will also amend the RFS regulations by adding a new definition of “canola/rapeseed oil.”

This rule will go into effect on January 3, 2023.",https://climate.law.columbia.edu/content/epa-approves-canola-derived-fuels-advanced-biofuels-under-renewable-fuel-standard-program,National,Final rule,EPA,Climate-Reregulation-Tracker
"Reversing Trump-Era Rule, Department of Labor Amends ERISA's Fiduciary Duty Regulations to Accommodate Climate Investing",2022,USA,"<p>Reversing course from a Trump-era rule, the Department of Labor has adopted amendments to the ERISA Investment Duties regulation. These amendments clarify the application of ERISA's fiduciary duties of prudence and loyalty in certain areas, and emphasize that these duties may often require fiduciaries to consider the economic effects of climate change and other ESG factors.</p>
On December 2, 2022, the Department of Labor published a final rule adopting amendments to the ERISA Investment Duties regulation. These amendments clarify the application of ERISA's fiduciary duties of prudence and loyalty in certain areas, and emphasize that these duties may often require fiduciaries to consider the economic effects of climate change and other ESG factors.

The adopted amendments reverse and modify certain amendments to the Investment Duties regulation adopted in 2020 by the Trump administration, which created confusion over the extent to which ERISA fiduciaries could incorporate ESG considerations into their decisionmaking.

This rule will go into effect on January 30, 2023.",https://climate.law.columbia.edu/content/reversing-trump-era-rule-department-labor-amends-erisas-fiduciary-duty-regulations,National,Final rule,DoL,Climate-Reregulation-Tracker
"DOD, GSA, and NASA Propose Climate Disclosures for Large Federal Contractors",2022,USA,"<p>DoD, GSA, and NASA are proposing amendments to the Federal Acquisition Regulation to require certain Federal contractors to disclose their greenhouse gas emissions and climate-related financial risks, and require those contractors to set science-based targets to reduce their greenhouse gas emissions.</p>
On November 14, 2022, the Department of Defense (DoD), General Services Administration (GSA), and National Aeronautics and Space Administration (NASA) issued a proposed rule amending the Federal Acquisition Regulation (FAR) to implement a requirement to ensure that certain Federal contractors disclose their greenhouse gas emissions and climate-related financial risk and set science-based targets to reduce their greenhouse gas emissions.

This rule proposes to separate “major Federal suppliers” into two categories:

""Significant contractors,"" who received between $7.5 and $50 million in Federal contract obligations in the previous year, and
	""Major contractors,"" who received more than $50 million in Federal contract obligations in the previous year.
Per this proposed rule, both significant contractors and major contractors would be subject to annual Scope 1 and Scope 2 GHG emissions disclosure requirements. Major contractors would also be subject to the annual climate disclosure, which includes disclosure of Scope 3 GHG emissions, and science-based target requirements.

On December 23, 2022, DoD, GAS, and NASA extended the comment period for the proposed rule until February 13, 2023.",https://climate.law.columbia.edu/content/dod-gsa-and-nasa-propose-climate-disclosures-large-federal-contractors,National,Proposed Rule,"DOD,GSA,NASA",Climate-Reregulation-Tracker
BLM Proposes New Regulations to Reduce Natural Gas Flaring and Leakage,2022,USA,"<p>The Bureau of Land Management (BLM) is proposing new regulations to reduce the waste of natural gas from venting, flaring, and leaks during oil and gas production activities on Federal and Indian leases. The proposed regulations would be codified in the Code of Federal Regulations and would replace the BLM's current requirements governing venting and flaring, which are more than four decades old.</p>
On November 30, 2022, the Bureau of Land Management (BLM) proposed new regulations to reduce the waste of natural gas from venting, flaring, and leaks during oil and gas production activities on Federal and Indian leases. The proposed regulations would replace the BLM's current requirements governing venting and flaring, which are more than four decades old.

Vented or leaked gas contributes significantly to climate change, because the primary constituent of natural gas is methane, an especially powerful greenhouse gas, with climate impacts roughly 28-36 times those of carbon dioxide (CO2), if measured over a 100-year period, or 84 times those of CO2 if measured over a 20-year period.

The BLM anticipates the regulation will have the following economic impact:

Costs to industry of around $122 million per year (annualized at 7 percent);
	Benefits to industry in recovered gas of $55 million per year (annualized at 7 percent);
	Increases in royalty revenues from recovered and flared gas of $39 million per year; and
	Benefits to society of $427 million per year from reduced greenhouse gas emissions.
However, an earlier BLM regulation, the ""Waste Prevention Rule,"" was struck down in Wyoming v. DOI, 493 F. Supp. 3d 1046 (D. Wyo. 2020) after a finding that the rule was inappropriately supported by “climate change benefits"" and exceeded BLM's statutory authority. These new regulations take a different approach. While BLM has published a separate Regulatory Impact Analysis discussing the benefits derived from GHG reductions, BLM argues that requirements of this proposed rule reflect reasonable measures to avoid waste that could be expected of a prudent operator, irrespective of any impacts with respect to climate change.

The BLM will accept comments to this proposed rule until January 30, 2022.",https://climate.law.columbia.edu/content/blm-proposes-new-regulations-reduce-natural-gas-flaring-and-leakage,National,Proposed Rule,"BLM,DOI",Climate-Reregulation-Tracker
Department of Energy Proposes Energy Conservation Standards for External Power Supplies,2023,USA,"<p>As part of statutorily mandated update to energy efficiency regulations, the U.S. Department of Energy (DOE) has proposed amended energy conservation standards for external power supplies, currently defined as an external power supply circuit “used to convert household electric current into DC current or lower-voltage AC current to operate a consumer product.” DOE is accepting written comments, data, and information on these proposed standards until April 3, 2023, and will hold a public meeting via webinar on Wednesday, March 1, 2023.</p>
On February 2, 2023, the U.S. Department of Energy (DOE) proposed amended energy conservation standards for external power supplies, currently defined as an external power supply circuit “used to convert household electric current into DC current or lower-voltage AC current to operate a consumer product.”

DOE will hold a public meeting via webinar on Wednesday, March 1, 2023, from 1:00 PM to 4:00 PM.  Webinar registration information, participant instructions, and information about the capabilities available to webinar participants will be published on DOE's website at www.energy.gov/​eere/​buildings/​public-meetings-and-comment-deadlines. If you plan to attend the public meeting in person, please notify the Appliance and Equipment Standards staff at (202) 287-1445 or by emailing Appliance_Standards_Public_Meetings@ee.doe.gov.

DOE is accepting written comments, data, and information regarding this NOPR until April 3, 2023.",https://climate.law.columbia.edu/content/department-energy-proposes-energy-conservation-standards-external-power-supplies,National,"Notice of Proposed Rulemaking,Notice of Opportunity for Public Hearing and Comment",DOE,Climate-Reregulation-Tracker
Department of Energy Proposes Energy Conservation Standards for Consumer Conventional Cooking Products,2023,USA,"<p>As part of statutorily mandated update to energy efficiency regulations, the U.S. Department of Energy (DOE) has proposed amended energy conservation standards for consumer conventional cooking products, including gas and electric ovens and cooking tops.</p>
On February 1, 2023, the U.S. Department of Energy (DOE) proposed amended energy conservation standards for consumer conventional cooking products, including gas and electric ovens and cooking tops.

DOE is accepting written comments, data, and information on these proposed standards until April 3, 2023. Prior to publishing this NOPR, DOE held a public meeting via webinar on Tuesday, January 31, 2023.",https://climate.law.columbia.edu/content/department-energy-proposes-energy-conservation-standards-consumer-conventional-cooking,National,"Notice of Proposed Rulemaking,Notice of Opportunity for Public Hearing and Comment",DOE,Climate-Reregulation-Tracker
Department of Energy Requests Information Regarding IRA Home Efficiency and Electrification Rebate Programs,2023,USA,"<p>The U.S. Department of Energy's (DOE) Office of State and Community Energy Programs (SCEP) invites public input regarding the development of best practices for the Home Energy Rebate programs in accordance with the Inflation Reduction Act (IRA). DOE is accepting responses to the RFI until 8:00 PM EDT on March 3, 2023.</p><p>&nbsp;</p>
On January 31, 2023, the U.S. Department of Energy's (DOE) Office of State and Community Energy Programs (SCEP) invited public input regarding the development of best practices for the Home Energy Rebate programs in accordance with the Inflation Reduction Act (IRA). DOE will use responses to this RFI for planning purposes to develop one or multiple opportunities to assist states, territories, Indian Tribes, as well as potentially other entities, in designing, managing, and improving the Home Energy Rebate programs.

DOE is accepting responses to the RFI until 8:00 PM EDT on March 3, 2023. Responses to this RFI may be submitted in two ways. DOE prefers responses that are submitted via this online form: https://forms.office.com/​g/​iuwKCbKpJK. The form includes response boxes for all 59 questions included in this RFI. Respondents may answer as many or as few questions as they wish. Responses may also be submitted by email to IRAHomeRebates@hq.doe.gov.",https://climate.law.columbia.edu/content/department-energy-requests-information-regarding-ira-home-efficiency-and-electrification,National,Request for Information,DOE,Climate-Reregulation-Tracker
EPA Sets New Air Pollution Standards for Heavy-Duty Engine and Vehicles,2023,USA,"<p>The U.S. Environmental Protection Agency (EPA) issued a final rule on Heavy-Duty Engine and Vehicle air pollution. These new standards do not include previously proposed updates to the GHG emissions standards, which have been deferred to a future rulemaking.</p>
",https://climate.law.columbia.edu/content/epa-sets-new-air-pollution-standards-heavy-duty-engine-and-vehicles,National,Proposed Rule,EPA,Climate-Reregulation-Tracker
"EPA and Army Corps of Engineers Revise Definition of ""Waters of the United States""",2023,USA,"<p>EPA and Army Corps of Engineers issued a final rulemaking interpreting the definition of ""waters of the United States"" under the Clean Water Act. This rulemaking restores Clean Water Act protections that were stripped under a Trump administration rulemaking, the Navigable Waters Protection Rule.</p>
On January 18, 2023, the U.S. Environmental Protection Agency (EPA) and the Army Corps of Engineers finalized a rule defining the scope of waters protected under the Clean Water Act. This new definition expands the scope of protected water resources.

EPA’s revised definition comes after lawsuits from tribes and environmental organizations challenged the Trump Administrations Navigable Waters Protection Rule, which stripped federal protections from many waters and wetland areas, including interstate waters.

The new rule will be effective on March 20, 2023.",https://climate.law.columbia.edu/content/epa-and-army-corps-engineers-revise-definition-waters-united-states,National,Final rule,"EPA,DOD,Army Corps of Engineers",Climate-Reregulation-Tracker
DOE Proposes Energy Conservation Standards for Distribution Transformers,2023,USA,"<p>As part of statutorily mandated update to energy efficiency regulations, the U.S. Department of Energy (DOE) has proposed amended energy conservation standards for distribution transformers, transformers that provide the final stage of voltage transformation from distribution lines to the voltage level used by customers.</p>
On January 11, 2023, U.S. Department of Energy (DOE) proposed amended energy conservation standards for distribution transformers, transformers that provide the final stage of voltage transformation from distribution lines to the voltage level used by customers.

DOE is accepting written comments, data, and information on these proposed standards until March 13, 2023.

DOE will hold a public meeting via webinar on Thursday, February 16, 2023, from 1:00 p.m. to 4:00 P.M. Webinar registration information, participant instructions, and information about the capabilities available to webinar participants will be published on DOE's website. Any person who has an interest in the topics addressed in this proposed rule, or who is representative of a group or class of persons that has an interest in these issues, may request an opportunity to make an oral presentation at the webinar. Such persons may submit to ApplianceStandardsQuestions@ee.doe.gov.",https://climate.law.columbia.edu/content/doe-proposes-energy-conservation-standards-distribution-transformers,National,"Notice of Proposed Rulemaking,Notice of Opportunity for Public Hearing and Comment",DOE,Climate-Reregulation-Tracker
DOE proposes Energy Conservation Standards for General Service Lamps,2023,USA,"<p>As part of statutorily mandated update to energy efficiency regulations, the U.S. Department of Energy (DOE) has proposed amended energy conservation standards for general service lamps.</p>
As part of statutorily mandated update to energy efficiency regulations, the U.S. Department of Energy (DOE) has proposed amended energy conservation standards for distribution transformers, transformers that provide the final stage of voltage transformation from distribution lines to the voltage level used by customers.

On January 11, 2023, U.S. Department of Energy (DOE) proposed amended energy conservation standards for general service lamps.

DOE is accepting written comments, data, and information on these proposed standards until March 27, 2023.

DOE will hold a public meeting via webinar on Wednesday, February 1, 2023, from 1:00 p.m. to 4:00 P.M. Webinar registration information, participant instructions, and information about the capabilities available to webinar participants will be published on DOE's website. Any person who has an interest in the topics addressed in this proposed rule, or who is representative of a group or class of persons that has an interest in these issues, may request an opportunity to make an oral presentation at the webinar. Such persons may submit to ApplianceStandardsQuestions@ee.doe.gov.",https://climate.law.columbia.edu/content/doe-proposes-energy-conservation-standards-general-service-lamps,National,"Notice of Opportunity for Public Hearing and Comment,Notice of Proposed Rulemaking",DOE,Climate-Reregulation-Tracker
Council on Environmental Quality Issues Interim Guidance on Agency Consideration of GHG Emissions and Climate Change,2023,USA,"<p>The Council on Environmental Quality (CEQ) has issued interim guidance to assist agencies in analyzing greenhouse gas and climate change effects of their proposed actions under the National Environmental Policy Act. CEQ is issuing this guidance as interim guidance so that agencies may make use of it immediately while CEQ seeks public comment on the guidance. CEQ intends to either revise the guidance in response to public comments or finalize the interim guidance.</p>
On January 9, 2023, the Council on Environmental Quality (CEQ) issued interim guidance to assist agencies in analyzing greenhouse gas (GHG) and climate change effects of their proposed actions under the National Environmental Policy Act (NEPA). CEQ is issuing this guidance as interim guidance so that agencies may make use of it immediately while CEQ seeks public comment on the guidance. CEQ intends to either revise the guidance in response to public comments or finalize the interim guidance.

This guidance explains how agencies should apply NEPA principles and existing best practices to their climate change analyses by:

Recommending that agencies leverage early planning processes to integrate GHG emissions and climate change considerations into the identification of proposed actions, reasonable alternatives (as well as the no-action alternative), and potential mitigation and resilience measures;
	Recommending that agencies quantify a proposed action's projected GHG emissions or reductions for the expected lifetime of the action, considering available data and GHG quantification tools that are suitable for the proposed action;
	Recommending that agencies use projected GHG emissions associated with proposed actions and their reasonable alternatives to help assess potential climate change effects;
	Recommending that agencies provide additional context for GHG emissions, including through the use of the best available social cost of GHG (SC-GHG) estimates, to translate climate impacts into the more accessible metric of dollars, allow decision makers and the public to make comparisons, help evaluate the significance of an action's climate change effects, and better understand the tradeoffs associated with an action and its alternatives;
	Discussing methods to appropriately analyze reasonably foreseeable direct, indirect, and cumulative GHG emissions;
	Guiding agencies in considering reasonable alternatives and mitigation measures, as well as addressing short- and long-term climate change effects;
	Advising agencies to use the best available information and science when assessing the potential future state of the affected environment in NEPA analyses and providing up to date examples of existing sources of scientific information;
	Recommending agencies use the information developed during the NEPA review to consider reasonable alternatives that would make the actions and affected communities more resilient to the effects of a changing climate.
On February 16, 2023, CEQ extended the period for comment in response to public requests for an extension of the response period. CEQ will accept comments on the interim guidance until April 10, 2023.",https://climate.law.columbia.edu/content/council-environmental-quality-issues-interim-guidance-agency-consideration-ghg-emissions,National,"Notice of Interim Guidance,Requests for Comments",CEQ,Climate-Reregulation-Tracker
